head,head_type,relation,tail,tail_type,movie_id
The Battle of Shaker Heights,电影,描述关键词,Bart,关键词,21413
The Act of Killing,电影,执导,Joshua Oppenheimer,导演,123678
The Act of Killing,电影,上映年份,2012年,年份,123678
The Act of Killing,电影,制片国家,Denmark,国家,123678
The Act of Killing,电影,评分,7.5分,评分值,123678
The Act of Killing,电影,主演,Anwar Congo,演员,123678
The Act of Killing,电影,主演,Herman Koto,演员,123678
The Act of Killing,电影,主演,Syamsul Arifin,演员,123678
The Act of Killing,电影,主演,Ibrahim Sinik,演员,123678
The Act of Killing,电影,主演,Yapto Soerjosoemarno,演员,123678
The Act of Killing,电影,属于类型,Documentary,类型,123678
Taxi to the Dark Side,电影,执导,Alex Gibney,导演,13362
Taxi to the Dark Side,电影,上映年份,2007年,年份,13362
Taxi to the Dark Side,电影,制片国家,United Kingdom,国家,13362
Taxi to the Dark Side,电影,评分,6.6分,评分值,13362
Taxi to the Dark Side,电影,主演,Brian Keith Allen,演员,13362
Taxi to the Dark Side,电影,主演,Moazzam Begg,演员,13362
Taxi to the Dark Side,电影,主演,Christopher Beiring,演员,13362
Taxi to the Dark Side,电影,主演,Alex Gibney,演员,13362
Taxi to the Dark Side,电影,属于类型,Documentary,类型,13362
Taxi to the Dark Side,电影,描述关键词,United,关键词,13362
Taxi to the Dark Side,电影,描述关键词,States,关键词,13362
Taxi to the Dark Side,电影,描述关键词,Afghanistan,关键词,13362
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,执导,Paul Crowder,导演,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,上映年份,2006年,年份,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,评分,4.7分,评分值,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,主演,Pelé,演员,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,主演,Franz Beckenbauer,演员,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,主演,Carlos Alberto,演员,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,主演,Raphael de la Sierra,演员,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,主演,Phil Woosnam,演员,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,属于类型,Documentary,类型,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,描述关键词,North,关键词,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,描述关键词,American,关键词,39183
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,描述关键词,Soccer,关键词,39183
Guiana 1838,电影,执导,Rohit Jagessar,导演,62402
Guiana 1838,电影,上映年份,2004年,年份,62402
Guiana 1838,电影,制片国家,Guyana,国家,62402
Guiana 1838,电影,评分,2.8分,评分值,62402
Guiana 1838,电影,主演,Aasheekaa Bathija,演员,62402
Guiana 1838,电影,主演,Thomas Garvey,演员,62402
Guiana 1838,电影,主演,Kumar Gaurav,演员,62402
Guiana 1838,电影,主演,Rufus Graham,演员,62402
Guiana 1838,电影,主演,Asim Mujahid,演员,62402
Guiana 1838,电影,属于类型,Drama,类型,62402
Guiana 1838,电影,描述关键词,British,关键词,62402
Guiana 1838,电影,描述关键词,Caribbean,关键词,62402
Guiana 1838,电影,描述关键词,Gillanders,关键词,62402
Lisa Picard Is Famous,电影,执导,Griffin Dunne,导演,206412
Lisa Picard Is Famous,电影,上映年份,2000年,年份,206412
Lisa Picard Is Famous,电影,评分,4.0分,评分值,206412
Lisa Picard Is Famous,电影,主演,Laura Kirk,演员,206412
Lisa Picard Is Famous,电影,主演,Nat DeWolf,演员,206412
Lisa Picard Is Famous,电影,主演,Griffin Dunne,演员,206412
Lisa Picard Is Famous,电影,主演,Daniel London,演员,206412
Lisa Picard Is Famous,电影,主演,Sandra Bullock,演员,206412
Lisa Picard Is Famous,电影,描述关键词,York,关键词,206412
Lisa Picard Is Famous,电影,描述关键词,Lisa,关键词,206412
Lisa Picard Is Famous,电影,描述关键词,Picard,关键词,206412
Antarctica: A Year on Ice,电影,执导,Anthony Powell,导演,201132
Antarctica: A Year on Ice,电影,上映年份,2013年,年份,201132
Antarctica: A Year on Ice,电影,制片国家,New Zealand,国家,201132
Antarctica: A Year on Ice,电影,评分,7.2分,评分值,201132
Antarctica: A Year on Ice,电影,主演,Genevieve Bachman,演员,201132
Antarctica: A Year on Ice,电影,主演,William Brotman,演员,201132
Antarctica: A Year on Ice,电影,主演,Michael Christiansen,演员,201132
Antarctica: A Year on Ice,电影,主演,Tom Hamann,演员,201132
Antarctica: A Year on Ice,电影,主演,George Lampman,演员,201132
Antarctica: A Year on Ice,电影,属于类型,Drama,类型,201132
Antarctica: A Year on Ice,电影,属于类型,Adventure,类型,201132
Antarctica: A Year on Ice,电影,属于类型,Documentary,类型,201132
Antarctica: A Year on Ice,电影,描述关键词,Filling,关键词,201132
Antarctica: A Year on Ice,电影,描述关键词,Antarctica,关键词,201132
Antarctica: A Year on Ice,电影,描述关键词,Murdo,关键词,201132
A LEGO Brickumentary,电影,执导,Kief Davidson,导演,251471
A LEGO Brickumentary,电影,上映年份,2015年,年份,251471
A LEGO Brickumentary,电影,制片国家,United States of America,国家,251471
A LEGO Brickumentary,电影,评分,6.4分,评分值,251471
A LEGO Brickumentary,电影,主演,Jason Bateman,演员,251471
A LEGO Brickumentary,电影,主演,Matthias Klie,演员,251471
A LEGO Brickumentary,电影,属于类型,Documentary,类型,251471
Hardflip,电影,执导,Johnny Remo,导演,112456
Hardflip,电影,上映年份,2012年,年份,112456
Hardflip,电影,评分,4.7分,评分值,112456
Hardflip,电影,主演,Randy Wayne,演员,112456
Hardflip,电影,主演,John Schneider,演员,112456
Hardflip,电影,主演,Rosanna Arquette,演员,112456
Hardflip,电影,主演,Sean Michael Afable,演员,112456
Hardflip,电影,主演,Jason Dundas,演员,112456
Hardflip,电影,属于类型,Drama,类型,112456
Hardflip,电影,属于类型,Action,类型,112456
Hardflip,电影,描述关键词,Hardflip,关键词,112456
Hardflip,电影,描述关键词,Caleb,关键词,112456
Hardflip,电影,描述关键词,Randy,关键词,112456
Chocolate: Deep Dark Secrets,电影,执导,Vivek Agnihotri,导演,20296
Chocolate: Deep Dark Secrets,电影,上映年份,2005年,年份,20296
Chocolate: Deep Dark Secrets,电影,制片国家,India,国家,20296
Chocolate: Deep Dark Secrets,电影,评分,3.4分,评分值,20296
Chocolate: Deep Dark Secrets,电影,主演,Anil Kapoor,演员,20296
Chocolate: Deep Dark Secrets,电影,主演,Sunil Shetty,演员,20296
Chocolate: Deep Dark Secrets,电影,主演,Arshad Warsi,演员,20296
Chocolate: Deep Dark Secrets,电影,主演,Emraan Hashmi,演员,20296
Chocolate: Deep Dark Secrets,电影,主演,Irrfan Khan,演员,20296
Chocolate: Deep Dark Secrets,电影,属于类型,Thriller,类型,20296
Chocolate: Deep Dark Secrets,电影,描述关键词,Christmas,关键词,20296
Chocolate: Deep Dark Secrets,电影,描述关键词,Eve,关键词,20296
Chocolate: Deep Dark Secrets,电影,描述关键词,London,关键词,20296
The House of the Devil,电影,执导,Ti West,导演,25983
The House of the Devil,电影,上映年份,2009年,年份,25983
The House of the Devil,电影,制片国家,United States of America,国家,25983
The House of the Devil,电影,评分,6.0分,评分值,25983
The House of the Devil,电影,主演,Jocelin Donahue,演员,25983
The House of the Devil,电影,主演,Mary Woronov,演员,25983
The House of the Devil,电影,主演,Greta Gerwig,演员,25983
The House of the Devil,电影,主演,AJ Bowen,演员,25983
The House of the Devil,电影,主演,Heather Robb,演员,25983
The House of the Devil,电影,属于类型,Mystery,类型,25983
The House of the Devil,电影,属于类型,Horror,类型,25983
The House of the Devil,电影,描述关键词,Samantha,关键词,25983
The House of the Devil,电影,描述关键词,Hughes,关键词,25983
The Perfect Host,电影,执导,Nick Tomnay,导演,66195
The Perfect Host,电影,上映年份,2010年,年份,66195
The Perfect Host,电影,制片国家,United States of America,国家,66195
The Perfect Host,电影,评分,6.2分,评分值,66195
The Perfect Host,电影,主演,David Hyde Pierce,演员,66195
The Perfect Host,电影,主演,Clayne Crawford,演员,66195
The Perfect Host,电影,主演,Nathaniel Parker,演员,66195
The Perfect Host,电影,主演,Helen Reddy,演员,66195
The Perfect Host,电影,属于类型,Comedy,类型,66195
The Perfect Host,电影,属于类型,Thriller,类型,66195
The Perfect Host,电影,属于类型,Crime,类型,66195
Safe Men,电影,执导,John Hamburg,导演,16155
Safe Men,电影,上映年份,1998年,年份,16155
Safe Men,电影,制片国家,United States of America,国家,16155
Safe Men,电影,评分,6.3分,评分值,16155
Safe Men,电影,主演,Sam Rockwell,演员,16155
Safe Men,电影,主演,Steve Zahn,演员,16155
Safe Men,电影,主演,Paul Giamatti,演员,16155
Safe Men,电影,主演,Mark Ruffalo,演员,16155
Safe Men,电影,主演,Josh Pais,演员,16155
Safe Men,电影,属于类型,Comedy,类型,16155
Safe Men,电影,属于类型,Crime,类型,16155
Safe Men,电影,描述关键词,Two,关键词,16155
Safe Men,电影,描述关键词,Providence,关键词,16155
Safe Men,电影,描述关键词,Rhode,关键词,16155
Speedway Junky,电影,执导,Nickolas Perry,导演,46727
Speedway Junky,电影,上映年份,1999年,年份,46727
Speedway Junky,电影,制片国家,United States of America,国家,46727
Speedway Junky,电影,评分,5.2分,评分值,46727
Speedway Junky,电影,主演,Jesse Bradford,演员,46727
Speedway Junky,电影,主演,Jordan Brower,演员,46727
Speedway Junky,电影,主演,Jonathan Taylor Thomas,演员,46727
Speedway Junky,电影,主演,Daryl Hannah,演员,46727
Speedway Junky,电影,主演,Tiffani Thiessen,演员,46727
Speedway Junky,电影,属于类型,Romance,类型,46727
Speedway Junky,电影,属于类型,Drama,类型,46727
Speedway Junky,电影,属于类型,Crime,类型,46727
Speedway Junky,电影,描述关键词,Las,关键词,46727
Speedway Junky,电影,描述关键词,Vegas,关键词,46727
Speedway Junky,电影,描述关键词,Patsy,关键词,46727
The Last Big Thing,电影,执导,Dan Zukovic,导演,55180
The Last Big Thing,电影,上映年份,1998年,年份,55180
The Last Big Thing,电影,制片国家,United States of America,国家,55180
The Last Big Thing,电影,评分,6.0分,评分值,55180
The Last Big Thing,电影,主演,Dan Zukovic,演员,55180
The Last Big Thing,电影,主演,Mark Ruffalo,演员,55180
The Last Big Thing,电影,主演,Sibel Ergener,演员,55180
The Last Big Thing,电影,主演,James Lorinz,演员,55180
The Last Big Thing,电影,主演,Yul Vazquez,演员,55180
The Last Big Thing,电影,属于类型,Comedy,类型,55180
The Last Big Thing,电影,属于类型,Drama,类型,55180
The Last Big Thing,电影,描述关键词,Los,关键词,55180
The Last Big Thing,电影,描述关键词,Angeles,关键词,55180
The Last Big Thing,电影,描述关键词,Simon,关键词,55180
The Specials,电影,执导,Craig Mazin,导演,29015
The Specials,电影,上映年份,2000年,年份,29015
The Specials,电影,制片国家,United States of America,国家,29015
The Specials,电影,评分,5.5分,评分值,29015
The Specials,电影,主演,Jordan Ladd,演员,29015
The Specials,电影,主演,Rob Lowe,演员,29015
The Specials,电影,主演,Jamie Kennedy,演员,29015
The Specials,电影,主演,Thomas Haden Church,演员,29015
The Specials,电影,主演,James Gunn,演员,29015
The Specials,电影,属于类型,Action,类型,29015
The Specials,电影,属于类型,Comedy,类型,29015
The Specials,电影,描述关键词,America,关键词,29015
The Specials,电影,描述关键词,Superhero,关键词,29015
The Specials,电影,描述关键词,Team,关键词,29015
16 to Life,电影,执导,Becky Smith,导演,91122
16 to Life,电影,上映年份,2009年,年份,91122
16 to Life,电影,评分,4.4分,评分值,91122
16 to Life,电影,主演,Hallee Hirsh,演员,91122
16 to Life,电影,主演,Theresa Russell,演员,91122
16 to Life,电影,主演,Shiloh Fernandez,演员,91122
16 to Life,电影,主演,Will Rothhaar,演员,91122
16 to Life,电影,属于类型,Comedy,类型,91122
16 to Life,电影,属于类型,Romance,类型,91122
16 to Life,电影,描述关键词,Romantic,关键词,91122
Alone With Her,电影,执导,Eric Nicholas,导演,18206
Alone With Her,电影,上映年份,2006年,年份,18206
Alone With Her,电影,制片国家,United States of America,国家,18206
Alone With Her,电影,评分,6.2分,评分值,18206
Alone With Her,电影,主演,Colin Hanks,演员,18206
Alone With Her,电影,主演,Ana Claudia Talancón,演员,18206
Alone With Her,电影,主演,Jordana Spiro,演员,18206
Alone With Her,电影,主演,Jonathon Trent,演员,18206
Alone With Her,电影,主演,Alex Boling,演员,18206
Alone With Her,电影,属于类型,Crime,类型,18206
Alone With Her,电影,属于类型,Drama,类型,18206
Alone With Her,电影,属于类型,Romance,类型,18206
Alone With Her,电影,属于类型,Thriller,类型,18206
Alone With Her,电影,描述关键词,Doug,关键词,18206
Alone With Her,电影,描述关键词,Amy,关键词,18206
Alone With Her,电影,描述关键词,However,关键词,18206
Creative Control,电影,执导,Benjamin Dickinson,导演,320146
Creative Control,电影,上映年份,2016年,年份,320146
Creative Control,电影,制片国家,United States of America,国家,320146
Creative Control,电影,评分,5.4分,评分值,320146
Creative Control,电影,主演,Benjamin Dickinson,演员,320146
Creative Control,电影,主演,Nora Zehetner,演员,320146
Creative Control,电影,主演,Dan Gill,演员,320146
Creative Control,电影,主演,Alexia Rasmussen,演员,320146
Creative Control,电影,主演,Gavin McInnes,演员,320146
Creative Control,电影,属于类型,Drama,类型,320146
Creative Control,电影,属于类型,Science Fiction,类型,320146
Creative Control,电影,描述关键词,Smooth,关键词,320146
Creative Control,电影,描述关键词,David,关键词,320146
Creative Control,电影,描述关键词,Juliette,关键词,320146
Special,电影,执导,Hal Haberman,导演,13856
Special,电影,上映年份,2006年,年份,13856
Special,电影,制片国家,United States of America,国家,13856
Special,电影,评分,6.6分,评分值,13856
Special,电影,主演,Michael Rapaport,演员,13856
Special,电影,主演,Josh Peck,演员,13856
Special,电影,主演,Robert Baker,演员,13856
Special,电影,主演,Jack Kehler,演员,13856
Special,电影,主演,Alexandra Holden,演员,13856
Special,电影,属于类型,Drama,类型,13856
Special,电影,属于类型,Fantasy,类型,13856
Special,电影,属于类型,Science Fiction,类型,13856
Special,电影,描述关键词,Special,关键词,13856
Sparkler,电影,执导,Darren Stein,导演,219716
Sparkler,电影,上映年份,1999年,年份,219716
Sparkler,电影,主演,Park Overall,演员,219716
Sparkler,电影,主演,Veronica Cartwright,演员,219716
Sparkler,电影,主演,Freddie Prinze Jr.,演员,219716
Sparkler,电影,主演,Don Harvey,演员,219716
Sparkler,电影,主演,Jamie Kennedy,演员,219716
Sparkler,电影,描述关键词,Melba,关键词,219716
Sparkler,电影,描述关键词,Californian,关键词,219716
Sparkler,电影,描述关键词,Trent,关键词,219716
In Her Line of Fire,电影,执导,Brian Trenchard-Smith,导演,56491
In Her Line of Fire,电影,上映年份,2006年,年份,56491
In Her Line of Fire,电影,制片国家,United States of America,国家,56491
In Her Line of Fire,电影,评分,3.3分,评分值,56491
In Her Line of Fire,电影,主演,Mariel Hemingway,演员,56491
In Her Line of Fire,电影,主演,David Keith,演员,56491
In Her Line of Fire,电影,主演,David Millbern,演员,56491
In Her Line of Fire,电影,主演,Jill Bennett,演员,56491
In Her Line of Fire,电影,主演,Sydney Jackson,演员,56491
In Her Line of Fire,电影,属于类型,Drama,类型,56491
In Her Line of Fire,电影,属于类型,Action,类型,56491
In Her Line of Fire,电影,属于类型,Thriller,类型,56491
In Her Line of Fire,电影,描述关键词,Vice,关键词,56491
In Her Line of Fire,电影,描述关键词,President,关键词,56491
In Her Line of Fire,电影,描述关键词,Pacific,关键词,56491
The Jimmy Show,电影,执导,Frank Whaley,导演,99826
The Jimmy Show,电影,上映年份,2002年,年份,99826
The Jimmy Show,电影,制片国家,United States of America,国家,99826
The Jimmy Show,电影,评分,8.0分,评分值,99826
The Jimmy Show,电影,主演,Frank Whaley,演员,99826
The Jimmy Show,电影,主演,Carla Gugino,演员,99826
The Jimmy Show,电影,主演,Ethan Hawke,演员,99826
The Jimmy Show,电影,主演,Lynn Cohen,演员,99826
The Jimmy Show,电影,主演,Jillian Stacom,演员,99826
The Jimmy Show,电影,属于类型,Comedy,类型,99826
The Jimmy Show,电影,属于类型,Drama,类型,99826
The Jimmy Show,电影,描述关键词,Jersey,关键词,99826
Heli,电影,执导,Amat Escalante,导演,186935
Heli,电影,上映年份,2013年,年份,186935
Heli,电影,制片国家,Mexico,国家,186935
Heli,电影,评分,6.2分,评分值,186935
Heli,电影,主演,Armando Espitia,演员,186935
Heli,电影,主演,Andrea Vergara,演员,186935
Heli,电影,主演,Linda Gonzalez,演员,186935
Heli,电影,主演,Juan Eduardo Palacios,演员,186935
Heli,电影,主演,Kenny Johnston,演员,186935
Heli,电影,属于类型,Crime,类型,186935
Heli,电影,属于类型,Drama,类型,186935
Heli,电影,描述关键词,Heli,关键词,186935
Loving Annabelle,电影,执导,Katherine Brooks,导演,19344
Loving Annabelle,电影,上映年份,2006年,年份,19344
Loving Annabelle,电影,制片国家,United States of America,国家,19344
Loving Annabelle,电影,评分,6.4分,评分值,19344
Loving Annabelle,电影,主演,Erin Kelly,演员,19344
Loving Annabelle,电影,主演,Diane Gaidry,演员,19344
Loving Annabelle,电影,主演,Laura Breckenridge,演员,19344
Loving Annabelle,电影,主演,Michelle Horn,演员,19344
Loving Annabelle,电影,主演,Gustine Fudickar,演员,19344
Loving Annabelle,电影,属于类型,Drama,类型,19344
Loving Annabelle,电影,属于类型,Romance,类型,19344
Loving Annabelle,电影,描述关键词,Annabelle,关键词,19344
Loving Annabelle,电影,描述关键词,Catholic,关键词,19344
Loving Annabelle,电影,描述关键词,Sparks,关键词,19344
Hits,电影,执导,David Cross,导演,242083
Hits,电影,上映年份,2014年,年份,242083
Hits,电影,制片国家,United States of America,国家,242083
Hits,电影,评分,4.9分,评分值,242083
Hits,电影,主演,Meredith Hagner,演员,242083
Hits,电影,主演,Matt Walsh,演员,242083
Hits,电影,主演,James Adomian,演员,242083
Hits,电影,主演,Jake Cherry,演员,242083
Hits,电影,主演,Derek Waters,演员,242083
Hits,电影,属于类型,Drama,类型,242083
Hits,电影,属于类型,Comedy,类型,242083
Hits,电影,描述关键词,Voice,关键词,242083
Hits,电影,描述关键词,City,关键词,242083
Hits,电影,描述关键词,Hall,关键词,242083
Jimmy and Judy,电影,执导,Randall Rubin,导演,18869
Jimmy and Judy,电影,上映年份,2006年,年份,18869
Jimmy and Judy,电影,制片国家,United States of America,国家,18869
Jimmy and Judy,电影,评分,5.4分,评分值,18869
Jimmy and Judy,电影,主演,Edward Furlong,演员,18869
Jimmy and Judy,电影,主演,Rachael Bella,演员,18869
Jimmy and Judy,电影,主演,William Sadler,演员,18869
Jimmy and Judy,电影,属于类型,Action,类型,18869
Jimmy and Judy,电影,属于类型,Crime,类型,18869
Jimmy and Judy,电影,属于类型,Drama,类型,18869
Jimmy and Judy,电影,属于类型,Thriller,类型,18869
Jimmy and Judy,电影,描述关键词,Two,关键词,18869
Frat Party,电影,执导,Robert Bennett,导演,26673
Frat Party,电影,上映年份,2009年,年份,26673
Frat Party,电影,制片国家,United States of America,国家,26673
Frat Party,电影,评分,3.5分,评分值,26673
Frat Party,电影,主演,Randy Wayne,演员,26673
Frat Party,电影,主演,Caroline D'Amore,演员,26673
Frat Party,电影,主演,Jareb Dauplaise,演员,26673
Frat Party,电影,主演,Lauren C. Mayhew,演员,26673
Frat Party,电影,主演,Dan Levy,演员,26673
Frat Party,电影,属于类型,Comedy,类型,26673
Frat Party,电影,属于类型,Romance,类型,26673
Frat Party,电影,描述关键词,Duffy,关键词,26673
Frat Party,电影,描述关键词,Adriana,关键词,26673
Frat Party,电影,描述关键词,University,关键词,26673
The Party's Over,电影,执导,Guy Hamilton,导演,41830
The Party's Over,电影,上映年份,1965年,年份,41830
The Party's Over,电影,制片国家,United Kingdom,国家,41830
The Party's Over,电影,评分,6.1分,评分值,41830
The Party's Over,电影,主演,Oliver Reed,演员,41830
The Party's Over,电影,主演,Clifford David,演员,41830
The Party's Over,电影,主演,Ann Lynn,演员,41830
The Party's Over,电影,主演,Louise Sorel,演员,41830
The Party's Over,电影,主演,Mike Pratt,演员,41830
The Party's Over,电影,属于类型,Drama,类型,41830
The Party's Over,电影,描述关键词,American,关键词,41830
The Party's Over,电影,描述关键词,London,关键词,41830
Proud,电影,执导,Mary Pat Kelly,导演,37694
Proud,电影,上映年份,2004年,年份,37694
Proud,电影,评分,5.5分,评分值,37694
Proud,电影,主演,Vernel Bagneris,演员,37694
Proud,电影,主演,Marcus Chait,演员,37694
Proud,电影,主演,Michael Ciesla,演员,37694
Proud,电影,属于类型,Drama,类型,37694
Proud,电影,描述关键词,African,关键词,37694
Proud,电影,描述关键词,American,关键词,37694
Proud,电影,描述关键词,Navy,关键词,37694
The Poker House,电影,执导,Lori Petty,导演,63287
The Poker House,电影,上映年份,2008年,年份,63287
The Poker House,电影,制片国家,United States of America,国家,63287
The Poker House,电影,评分,6.1分,评分值,63287
The Poker House,电影,主演,Jennifer Lawrence,演员,63287
The Poker House,电影,主演,Selma Blair,演员,63287
The Poker House,电影,主演,Bokeem Woodbine,演员,63287
The Poker House,电影,主演,Chloë Grace Moretz,演员,63287
The Poker House,电影,主演,Sophia Bairley,演员,63287
The Poker House,电影,属于类型,Drama,类型,63287
The Poker House,电影,描述关键词,Actress,关键词,63287
The Poker House,电影,描述关键词,Lori,关键词,63287
The Poker House,电影,描述关键词,Petty,关键词,63287
Childless,电影,执导,Charlie Levi,导演,335874
Childless,电影,上映年份,2015年,年份,335874
Childless,电影,制片国家,United States of America,国家,335874
Childless,电影,评分,4.5分,评分值,335874
Childless,电影,主演,Barbara Hershey,演员,335874
Childless,电影,主演,Joe Mantegna,演员,335874
Childless,电影,主演,Diane Venora,演员,335874
Childless,电影,主演,James Naughton,演员,335874
Childless,电影,主演,Natalie Dreyfuss,演员,335874
Childless,电影,描述关键词,Katherine,关键词,335874
Childless,电影,描述关键词,Today,关键词,335874
ZMD: Zombies of Mass Destruction,电影,执导,Kevin Hamedani,导演,34592
ZMD: Zombies of Mass Destruction,电影,上映年份,2009年,年份,34592
ZMD: Zombies of Mass Destruction,电影,制片国家,United States of America,国家,34592
ZMD: Zombies of Mass Destruction,电影,评分,4.7分,评分值,34592
ZMD: Zombies of Mass Destruction,电影,主演,Janette Armand,演员,34592
ZMD: Zombies of Mass Destruction,电影,主演,Doug Fahl,演员,34592
ZMD: Zombies of Mass Destruction,电影,主演,Cooper Hopkins,演员,34592
ZMD: Zombies of Mass Destruction,电影,主演,Bill Johns,演员,34592
ZMD: Zombies of Mass Destruction,电影,主演,Russell Hodgkinson,演员,34592
ZMD: Zombies of Mass Destruction,电影,属于类型,Horror,类型,34592
ZMD: Zombies of Mass Destruction,电影,描述关键词,Port,关键词,34592
ZMD: Zombies of Mass Destruction,电影,描述关键词,Gamble,关键词,34592
Snow White: A Deadly Summer,电影,执导,David DeCoteau,导演,92635
Snow White: A Deadly Summer,电影,上映年份,2012年,年份,92635
Snow White: A Deadly Summer,电影,评分,4.8分,评分值,92635
Snow White: A Deadly Summer,电影,主演,Shanley Caswell,演员,92635
Snow White: A Deadly Summer,电影,主演,Maureen McCormick,演员,92635
Snow White: A Deadly Summer,电影,主演,Eric Roberts,演员,92635
Snow White: A Deadly Summer,电影,主演,Tim Abell,演员,92635
Snow White: A Deadly Summer,电影,主演,R.J. Cantu,演员,92635
Snow White: A Deadly Summer,电影,属于类型,Horror,类型,92635
Snow White: A Deadly Summer,电影,属于类型,Thriller,类型,92635
Hidden Away,电影,执导,Mikel Rueda,导演,258755
Hidden Away,电影,上映年份,2014年,年份,258755
Hidden Away,电影,制片国家,Spain,国家,258755
Hidden Away,电影,评分,7.6分,评分值,258755
Hidden Away,电影,主演,Germán Alcarazu,演员,258755
Hidden Away,电影,主演,Adil Koukouh,演员,258755
Hidden Away,电影,主演,Ana Wagener,演员,258755
Hidden Away,电影,主演,Alex Angulo,演员,258755
Hidden Away,电影,属于类型,Romance,类型,258755
Hidden Away,电影,属于类型,Drama,类型,258755
Hidden Away,电影,描述关键词,Ibrahim,关键词,258755
Hidden Away,电影,描述关键词,Rafa,关键词,258755
Hidden Away,电影,描述关键词,Hidden,关键词,258755
My Last Day Without You,电影,执导,Stefan C. Schaefer,导演,96534
My Last Day Without You,电影,上映年份,2011年,年份,96534
My Last Day Without You,电影,制片国家,United States of America,国家,96534
My Last Day Without You,电影,评分,5.7分,评分值,96534
My Last Day Without You,电影,主演,Ken Duken,演员,96534
My Last Day Without You,电影,主演,Nicole Beharie,演员,96534
My Last Day Without You,电影,主演,Reg E. Cathey,演员,96534
My Last Day Without You,电影,主演,Marlene Forte,演员,96534
My Last Day Without You,电影,主演,Laith Nakli,演员,96534
My Last Day Without You,电影,属于类型,Comedy,类型,96534
My Last Day Without You,电影,属于类型,Drama,类型,96534
My Last Day Without You,电影,属于类型,Romance,类型,96534
My Last Day Without You,电影,描述关键词,York,关键词,96534
My Last Day Without You,电影,描述关键词,German,关键词,96534
My Last Day Without You,电影,描述关键词,Brooklyn,关键词,96534
Steppin: The Movie,电影,执导,Michael Taliferro,导演,21283
Steppin: The Movie,电影,上映年份,2009年,年份,21283
Steppin: The Movie,电影,制片国家,United States of America,国家,21283
Steppin: The Movie,电影,评分,5.0分,评分值,21283
Steppin: The Movie,电影,主演,Wesley Jonathan,演员,21283
Steppin: The Movie,电影,主演,Chrystee Pharris,演员,21283
Steppin: The Movie,电影,主演,Anthony Anderson,演员,21283
Steppin: The Movie,电影,属于类型,Comedy,类型,21283
Steppin: The Movie,电影,属于类型,Romance,类型,21283
Steppin: The Movie,电影,描述关键词,Geeks,关键词,21283
Steppin: The Movie,电影,描述关键词,Steppers,关键词,21283
Doc Holliday's Revenge,电影,执导,David DeCoteau,导演,272724
Doc Holliday's Revenge,电影,上映年份,2014年,年份,272724
Doc Holliday's Revenge,电影,制片国家,United States of America,国家,272724
Doc Holliday's Revenge,电影,评分,3.2分,评分值,272724
Doc Holliday's Revenge,电影,主演,Tom Berenger,演员,272724
Doc Holliday's Revenge,电影,主演,Ashley Hayes,演员,272724
Doc Holliday's Revenge,电影,主演,Eric Roberts,演员,272724
Doc Holliday's Revenge,电影,主演,Bart Voitila,演员,272724
Doc Holliday's Revenge,电影,主演,Oliver Rayon,演员,272724
Doc Holliday's Revenge,电影,属于类型,Western,类型,272724
Doc Holliday's Revenge,电影,描述关键词,Joseph,关键词,272724
Doc Holliday's Revenge,电影,描述关键词,Elizabeth,关键词,272724
Doc Holliday's Revenge,电影,描述关键词,Cooley,关键词,272724
Black Rock,电影,执导,Katie Aselton,导演,84178
Black Rock,电影,上映年份,2012年,年份,84178
Black Rock,电影,制片国家,United States of America,国家,84178
Black Rock,电影,评分,4.9分,评分值,84178
Black Rock,电影,主演,Kate Bosworth,演员,84178
Black Rock,电影,主演,Lake Bell,演员,84178
Black Rock,电影,主演,Jay Paulson,演员,84178
Black Rock,电影,主演,Katie Aselton,演员,84178
Black Rock,电影,主演,Will Bouvier,演员,84178
Black Rock,电影,属于类型,Thriller,类型,84178
Black Rock,电影,属于类型,Horror,类型,84178
Black Rock,电影,描述关键词,Three,关键词,84178
Black Rock,电影,描述关键词,Maine,关键词,84178
Black Rock,电影,描述关键词,One,关键词,84178
Truth or Dare,电影,执导,Robert Heath,导演,101179
Truth or Dare,电影,上映年份,2012年,年份,101179
Truth or Dare,电影,制片国家,United Kingdom,国家,101179
Truth or Dare,电影,评分,5.7分,评分值,101179
Truth or Dare,电影,主演,Liam Boyle,演员,101179
Truth or Dare,电影,主演,Jack Gordon,演员,101179
Truth or Dare,电影,主演,Florence Hall,演员,101179
Truth or Dare,电影,主演,David Oakes,演员,101179
Truth or Dare,电影,主演,Jennie Jacques,演员,101179
Truth or Dare,电影,属于类型,Horror,类型,101179
